big data;artificial intelligence;autoimmunity;Sjogren;SjS;RA;SLE;lupus;machine learning;modelisation;random forest;classification
Total_number_of_articles;62647
>28107565;First_Filter=PASSED;Last_filter=FAILED
>28065610;First_Filter=PASSED;Last_filter=FAILED
>28042838;First_Filter=PASSED;Last_filter=FAILED
>28042608;First_Filter=PASSED;Last_filter=FAILED
>28035989;First_Filter=PASSED;Last_filter=FAILED
>28034409;First_Filter=PASSED;Last_filter=FAILED
>28032396;First_Filter=PASSED;Last_filter=FAILED
>27992262;First_Filter=PASSED;Last_filter=FAILED
>27977088;First_Filter=FAILED;Last_filter=FAILED
>27973671;First_Filter=PASSED;Last_filter=FAILED
>27871876;First_Filter=PASSED;Last_filter=FAILED
>27833159;First_Filter=PASSED;Last_filter=FAILED
>27824584;First_Filter=PASSED;Last_filter=FAILED
>27822312;First_Filter=PASSED;Last_filter=FAILED
>27819294;First_Filter=PASSED;Last_filter=FAILED
>27814027;First_Filter=PASSED;Last_filter=FAILED
>27802931;First_Filter=PASSED;Last_filter=FAILED
>27781485;First_Filter=PASSED;Last_filter=FAILED
>27765959;First_Filter=PASSED;Last_filter=FAILED
>27747607;First_Filter=PASSED;Last_filter=FAILED
>27698038;First_Filter=PASSED;Last_filter=FAILED
>27698035;First_Filter=PASSED;Last_filter=FAILED
>27685652;First_Filter=PASSED;Last_filter=FAILED
>27671088;First_Filter=PASSED;Last_filter=FAILED
>27659841;First_Filter=PASSED;Last_filter=FAILED
>27655959;First_Filter=PASSED;Last_filter=FAILED
>27652177;First_Filter=PASSED;Last_filter=FAILED
>27642720;First_Filter=PASSED;Last_filter=FAILED
>27610328;First_Filter=PASSED;Last_filter=FAILED
>27595047;First_Filter=PASSED;Last_filter=FAILED
>27577240;First_Filter=PASSED;Last_filter=FAILED
>27548182;First_Filter=PASSED;Last_filter=FAILED
>27541627;First_Filter=PASSED;Last_filter=FAILED
>27526849;First_Filter=PASSED;Last_filter=FAILED
>27522632;First_Filter=PASSED;Last_filter=FAILED
>27505613;First_Filter=PASSED;Last_filter=FAILED
>27496860;First_Filter=PASSED;Last_filter=FAILED
>27493624;First_Filter=PASSED;Last_filter=FAILED
>27454257;First_Filter=PASSED;Last_filter=FAILED
>27444562;First_Filter=PASSED;Last_filter=FAILED
>27442958;First_Filter=PASSED;Last_filter=FAILED
>27441408;First_Filter=PASSED;Last_filter=FAILED
>27441407;First_Filter=PASSED;Last_filter=FAILED
>27441405;First_Filter=PASSED;Last_filter=FAILED
>27441404;First_Filter=PASSED;Last_filter=FAILED
>27423409;First_Filter=PASSED;Last_filter=FAILED
>27383691;First_Filter=PASSED;Last_filter=FAILED
>27383622;First_Filter=PASSED;Last_filter=FAILED
>27375358;First_Filter=PASSED;Last_filter=FAILED
>27363613;First_Filter=FAILED;Last_filter=FAILED
>27353971;First_Filter=PASSED;Last_filter=FAILED
>27349830;First_Filter=PASSED;Last_filter=FAILED
>27346990;First_Filter=PASSED;Last_filter=FAILED
>27292550;First_Filter=PASSED;Last_filter=FAILED
>27280018;First_Filter=PASSED;Last_filter=FAILED
>27279732;First_Filter=PASSED;Last_filter=FAILED
>27242402;First_Filter=PASSED;Last_filter=FAILED
>27177941;First_Filter=PASSED;Last_filter=FAILED
>27130797;First_Filter=PASSED;Last_filter=FAILED
>27127694;First_Filter=PASSED;Last_filter=FAILED
>27125586;First_Filter=PASSED;Last_filter=FAILED
>27093710;First_Filter=PASSED;Last_filter=FAILED
>27047994;First_Filter=PASSED;Last_filter=FAILED
>27042689;First_Filter=PASSED;Last_filter=FAILED
>27012503;First_Filter=PASSED;Last_filter=FAILED
>26998312;First_Filter=PASSED;Last_filter=FAILED
>26978837;First_Filter=PASSED;Last_filter=FAILED
>26883371;First_Filter=PASSED;Last_filter=FAILED
>26883067;First_Filter=PASSED;Last_filter=FAILED
>26867072;First_Filter=PASSED;Last_filter=FAILED
>26858916;First_Filter=PASSED;Last_filter=FAILED
>26827299;First_Filter=PASSED;Last_filter=FAILED
>26819493;First_Filter=PASSED;Last_filter=FAILED
>26817711;First_Filter=PASSED;Last_filter=FAILED
>26778951;First_Filter=PASSED;Last_filter=FAILED
>26756101;First_Filter=PASSED;Last_filter=FAILED
>26689499;First_Filter=PASSED;Last_filter=FAILED
>26685270;First_Filter=PASSED;Last_filter=FAILED
>26674745;First_Filter=PASSED;Last_filter=FAILED
>29220977;First_Filter=PASSED;Last_filter=FAILED
>26533893;First_Filter=PASSED;Last_filter=FAILED
>26487984;First_Filter=PASSED;Last_filter=FAILED
>26487983;First_Filter=PASSED;Last_filter=FAILED
>26468133;First_Filter=PASSED;Last_filter=FAILED
>26460190;First_Filter=PASSED;Last_filter=FAILED
>26437432;First_Filter=PASSED;Last_filter=FAILED
>26417431;First_Filter=PASSED;Last_filter=FAILED
>26417393;First_Filter=PASSED;Last_filter=FAILED
>26345079;First_Filter=PASSED;Last_filter=FAILED
>26286658;First_Filter=PASSED;Last_filter=FAILED
>26272077;First_Filter=PASSED;Last_filter=FAILED
>26150785;First_Filter=PASSED;Last_filter=FAILED
>26092722;First_Filter=PASSED;Last_filter=FAILED
>26087487;First_Filter=PASSED;Last_filter=FAILED
>26065052;First_Filter=FAILED;Last_filter=FAILED
>28516162;First_Filter=PASSED;Last_filter=FAILED
>25963029;First_Filter=PASSED;Last_filter=FAILED
>25952938;First_Filter=PASSED;Last_filter=FAILED
>25941488;First_Filter=PASSED;Last_filter=FAILED
>25937823;First_Filter=PASSED;Last_filter=FAILED
>25914504;First_Filter=PASSED;Last_filter=FAILED
>25870759;First_Filter=PASSED;Last_filter=FAILED
>25861214;First_Filter=PASSED;Last_filter=FAILED
>25773550;First_Filter=PASSED;Last_filter=FAILED
>25762912;First_Filter=PASSED;Last_filter=FAILED
>25729356;First_Filter=PASSED;Last_filter=FAILED
>27442844;First_Filter=PASSED;Last_filter=FAILED
>27442843;First_Filter=PASSED;Last_filter=FAILED
>25600172;First_Filter=PASSED;Last_filter=FAILED
>25553271;First_Filter=PASSED;Last_filter=FAILED
>27796014;First_Filter=PASSED;Last_filter=FAILED
>27199552;First_Filter=PASSED;Last_filter=FAILED
>25516725;First_Filter=PASSED;Last_filter=FAILED
>25458128;First_Filter=PASSED;Last_filter=FAILED
>29226916;First_Filter=PASSED;Last_filter=FAILED
>25361517;First_Filter=PASSED;Last_filter=FAILED
>25350106;First_Filter=PASSED;Last_filter=FAILED
>25302877;First_Filter=PASSED;Last_filter=FAILED
>25182276;First_Filter=PASSED;Last_filter=FAILED
>27532062;First_Filter=PASSED;Last_filter=FAILED
>25123745;First_Filter=PASSED;Last_filter=FAILED
>25083350;First_Filter=PASSED;Last_filter=FAILED
>25068389;First_Filter=PASSED;Last_filter=FAILED
>25000030;First_Filter=PASSED;Last_filter=FAILED
>24987556;First_Filter=PASSED;Last_filter=FAILED
>24859031;First_Filter=PASSED;Last_filter=FAILED
>24853034;First_Filter=PASSED;Last_filter=FAILED
>24778462;First_Filter=PASSED;Last_filter=FAILED
>24645690;First_Filter=PASSED;Last_filter=FAILED
>27447306;First_Filter=PASSED;Last_filter=FAILED
>27447257;First_Filter=PASSED;Last_filter=FAILED
>27447253;First_Filter=PASSED;Last_filter=FAILED
>24124417;First_Filter=PASSED;Last_filter=FAILED
>24048409;First_Filter=PASSED;Last_filter=FAILED
>27442200;First_Filter=PASSED;Last_filter=FAILED
>27442199;First_Filter=PASSED;Last_filter=FAILED
>23849655;First_Filter=PASSED;Last_filter=FAILED
>27442066;First_Filter=PASSED;Last_filter=FAILED
>23666777;First_Filter=PASSED;Last_filter=FAILED
>23653617;First_Filter=PASSED;Last_filter=FAILED
>23366988;First_Filter=PASSED;Last_filter=FAILED
>22685456;First_Filter=PASSED;Last_filter=FAILED
>21841892;First_Filter=PASSED;Last_filter=FAILED
>15274126;First_Filter=FAILED;Last_filter=FAILED
>19522520;First_Filter=PASSED;Last_filter=FAILED
>29060620;First_Filter=PASSED;Last_filter=FAILED
>29050243;First_Filter=PASSED;Last_filter=FAILED
>28783586;First_Filter=PASSED;Last_filter=FAILED
>28158419;First_Filter=PASSED;Last_filter=FAILED
>28154108;First_Filter=PASSED;Last_filter=FAILED
>27931207;First_Filter=PASSED;Last_filter=FAILED
>27625979;First_Filter=PASSED;Last_filter=FAILED
>27364921;First_Filter=PASSED;Last_filter=FAILED
>28929141;First_Filter=PASSED;Last_filter=FAILED
>26072483;First_Filter=PASSED;Last_filter=FAILED
>25580472;First_Filter=PASSED;Last_filter=FAILED
>25154404;First_Filter=PASSED;Last_filter=FAILED
>24571520;First_Filter=PASSED;Last_filter=FAILED
>29322794;First_Filter=PASSED;Last_filter=FAILED
>29310484;First_Filter=PASSED;Last_filter=FAILED
>29306539;First_Filter=PASSED;Last_filter=FAILED
>29297288;First_Filter=PASSED;Last_filter=FAILED
>29281700;First_Filter=PASSED;Last_filter=FAILED
>29278382;First_Filter=PASSED;Last_filter=FAILED
>29277326;First_Filter=PASSED;Last_filter=FAILED
>29270229;First_Filter=PASSED;Last_filter=FAILED
>29251702;First_Filter=PASSED;Last_filter=FAILED
>29247833;First_Filter=PASSED;Last_filter=FAILED
>29246519;First_Filter=PASSED;Last_filter=FAILED
>29209336;First_Filter=PASSED;Last_filter=FAILED
>29206308;First_Filter=PASSED;Last_filter=FAILED
>29182687;First_Filter=PASSED;Last_filter=FAILED
>29178837;First_Filter=PASSED;Last_filter=FAILED
>29178565;First_Filter=PASSED;Last_filter=FAILED
>29166852;First_Filter=PASSED;Last_filter=FAILED
>29159759;First_Filter=PASSED;Last_filter=FAILED
>29140454;First_Filter=PASSED;Last_filter=FAILED
>29114718;First_Filter=PASSED;Last_filter=FAILED
>29098143;First_Filter=PASSED;Last_filter=FAILED
>29093063;First_Filter=PASSED;Last_filter=FAILED
>29092816;First_Filter=PASSED;Last_filter=FAILED
>29091467;First_Filter=PASSED;Last_filter=FAILED
>29087626;First_Filter=PASSED;Last_filter=FAILED
>29078301;First_Filter=PASSED;Last_filter=FAILED
>29069282;First_Filter=PASSED;Last_filter=FAILED
>29068369;First_Filter=PASSED;Last_filter=FAILED
>29063569;First_Filter=PASSED;Last_filter=FAILED
>29063565;First_Filter=PASSED;Last_filter=FAILED
>29045488;First_Filter=PASSED;Last_filter=FAILED
>29045062;First_Filter=PASSED;Last_filter=FAILED
>29017802;First_Filter=PASSED;Last_filter=FAILED
>28987988;First_Filter=PASSED;Last_filter=FAILED
>28961782;First_Filter=PASSED;Last_filter=FAILED
>28945604;First_Filter=PASSED;Last_filter=FAILED
>28943885;First_Filter=PASSED;Last_filter=FAILED
>28939250;First_Filter=PASSED;Last_filter=FAILED
>28933946;First_Filter=PASSED;Last_filter=FAILED
>28933941;First_Filter=PASSED;Last_filter=FAILED
>28933763;First_Filter=PASSED;Last_filter=FAILED
>28883170;First_Filter=PASSED;Last_filter=FAILED
>28794897;First_Filter=PASSED;Last_filter=FAILED
>28793981;First_Filter=PASSED;Last_filter=FAILED
>28770516;First_Filter=PASSED;Last_filter=FAILED
>28769599;First_Filter=PASSED;Last_filter=FAILED
>28759005;First_Filter=PASSED;Last_filter=FAILED
>28758434;First_Filter=FAILED;Last_filter=FAILED
>28746379;First_Filter=PASSED;Last_filter=FAILED
>28727779;First_Filter=PASSED;Last_filter=FAILED
>28660506;First_Filter=PASSED;Last_filter=FAILED
>28642857;First_Filter=PASSED;Last_filter=FAILED
>28619700;First_Filter=PASSED;Last_filter=FAILED
>28616846;First_Filter=PASSED;Last_filter=FAILED
>28608920;First_Filter=PASSED;Last_filter=FAILED
>28604782;First_Filter=PASSED;Last_filter=FAILED
>28597069;First_Filter=PASSED;Last_filter=FAILED
>28595933;First_Filter=PASSED;Last_filter=FAILED
>28595308;First_Filter=PASSED;Last_filter=FAILED
>28556809;First_Filter=PASSED;Last_filter=FAILED
>28554580;First_Filter=PASSED;Last_filter=FAILED
>28538014;First_Filter=PASSED;Last_filter=FAILED
>28492506;First_Filter=PASSED;Last_filter=FAILED
>28482005;First_Filter=PASSED;Last_filter=FAILED
>28445550;First_Filter=PASSED;Last_filter=FAILED
>28445112;First_Filter=PASSED;Last_filter=FAILED
>28431210;First_Filter=PASSED;Last_filter=FAILED
>28427464;First_Filter=PASSED;Last_filter=FAILED
>28415856;First_Filter=PASSED;Last_filter=FAILED
>28405027;First_Filter=PASSED;Last_filter=FAILED
>28402209;First_Filter=PASSED;Last_filter=FAILED
>28392994;First_Filter=PASSED;Last_filter=FAILED
>28382316;First_Filter=PASSED;Last_filter=FAILED
>28380341;First_Filter=PASSED;Last_filter=FAILED
>28368844;First_Filter=PASSED;Last_filter=FAILED
>28368814;First_Filter=PASSED;Last_filter=FAILED
>28357175;First_Filter=PASSED;Last_filter=FAILED
>28350455;First_Filter=PASSED;Last_filter=FAILED
>28347240;First_Filter=PASSED;Last_filter=FAILED
>28346495;First_Filter=PASSED;Last_filter=FAILED
>28344914;First_Filter=PASSED;Last_filter=FAILED
>28239880;First_Filter=PASSED;Last_filter=FAILED
>28235092;First_Filter=PASSED;Last_filter=FAILED
>28226351;First_Filter=FAILED;Last_filter=FAILED
>28219387;First_Filter=PASSED;Last_filter=FAILED
>28203260;First_Filter=PASSED;Last_filter=FAILED
>28183148;First_Filter=PASSED;Last_filter=FAILED
>28178881;First_Filter=PASSED;Last_filter=FAILED
>28169157;First_Filter=PASSED;Last_filter=FAILED
>28154470;First_Filter=PASSED;Last_filter=FAILED
>28114007;First_Filter=PASSED;Last_filter=FAILED
>28113294;First_Filter=PASSED;Last_filter=FAILED
>28113263;First_Filter=PASSED;Last_filter=FAILED
>28111206;First_Filter=PASSED;Last_filter=FAILED
>28110651;First_Filter=PASSED;Last_filter=FAILED
>28109936;First_Filter=PASSED;Last_filter=FAILED
>28105946;First_Filter=PASSED;Last_filter=FAILED
>28101916;First_Filter=PASSED;Last_filter=FAILED
>28100788;First_Filter=PASSED;Last_filter=FAILED
>28093877;First_Filter=PASSED;Last_filter=FAILED
>28081714;First_Filter=PASSED;Last_filter=FAILED
>28053166;First_Filter=PASSED;Last_filter=FAILED
>28053012;First_Filter=PASSED;Last_filter=FAILED
>27969571;First_Filter=PASSED;Last_filter=FAILED
>27919391;First_Filter=PASSED;Last_filter=FAILED
>27918178;First_Filter=PASSED;Last_filter=FAILED
>27907107;First_Filter=PASSED;Last_filter=FAILED
>27904261;First_Filter=PASSED;Last_filter=FAILED
>27895139;First_Filter=PASSED;Last_filter=FAILED
>27894504;First_Filter=FAILED;Last_filter=FAILED
>27881881;First_Filter=PASSED;Last_filter=FAILED
>27853543;First_Filter=PASSED;Last_filter=FAILED
>27836983;First_Filter=PASSED;Last_filter=FAILED
>27832109;First_Filter=PASSED;Last_filter=FAILED
>27823602;First_Filter=PASSED;Last_filter=FAILED
>27819343;First_Filter=PASSED;Last_filter=FAILED
>27815945;First_Filter=PASSED;Last_filter=FAILED
>27693470;First_Filter=PASSED;Last_filter=FAILED
>27803721;First_Filter=PASSED;Last_filter=FAILED
>27789081;First_Filter=PASSED;Last_filter=FAILED
>27642585;First_Filter=PASSED;Last_filter=FAILED
>27774710;First_Filter=PASSED;Last_filter=FAILED
>27612973;First_Filter=PASSED;Last_filter=FAILED
>27677864;First_Filter=PASSED;Last_filter=FAILED
>27726073;First_Filter=PASSED;Last_filter=FAILED
>27687329;First_Filter=PASSED;Last_filter=FAILED
>27660636;First_Filter=PASSED;Last_filter=FAILED
>27656106;First_Filter=PASSED;Last_filter=FAILED
>27653883;First_Filter=PASSED;Last_filter=FAILED
>27625400;First_Filter=PASSED;Last_filter=FAILED
>27591983;First_Filter=PASSED;Last_filter=FAILED
>27566981;First_Filter=PASSED;Last_filter=FAILED
>27566323;First_Filter=PASSED;Last_filter=FAILED
>27532047;First_Filter=PASSED;Last_filter=FAILED
>27506733;First_Filter=PASSED;Last_filter=FAILED
>27496226;First_Filter=PASSED;Last_filter=FAILED
>27481789;First_Filter=PASSED;Last_filter=FAILED
>27466649;First_Filter=FAILED;Last_filter=FAILED
>27442957;First_Filter=PASSED;Last_filter=FAILED
>27432340;First_Filter=PASSED;Last_filter=FAILED
>27428540;First_Filter=PASSED;Last_filter=FAILED
>27428255;First_Filter=PASSED;Last_filter=FAILED
>27427856;First_Filter=PASSED;Last_filter=FAILED
>27382738;First_Filter=FAILED;Last_filter=FAILED
>27339942;First_Filter=PASSED;Last_filter=FAILED
>27283178;First_Filter=PASSED;Last_filter=FAILED
>27265059;First_Filter=PASSED;Last_filter=FAILED
>27242032;First_Filter=PASSED;Last_filter=FAILED
>27240543;First_Filter=PASSED;Last_filter=FAILED
>27235952;First_Filter=PASSED;Last_filter=FAILED
>27226167;First_Filter=PASSED;Last_filter=FAILED
>27194492;First_Filter=PASSED;Last_filter=FAILED
>27191724;First_Filter=PASSED;Last_filter=FAILED
>27189553;First_Filter=PASSED;Last_filter=FAILED
>27170306;First_Filter=PASSED;Last_filter=FAILED
>27159564;First_Filter=PASSED;Last_filter=FAILED
>27153207;First_Filter=PASSED;Last_filter=FAILED
>27131786;First_Filter=PASSED;Last_filter=FAILED
>27082961;First_Filter=PASSED;Last_filter=FAILED
>27032017;First_Filter=PASSED;Last_filter=FAILED
>27019473;First_Filter=PASSED;Last_filter=FAILED
>27006077;First_Filter=PASSED;Last_filter=FAILED
>26997650;First_Filter=PASSED;Last_filter=FAILED
>26984788;First_Filter=PASSED;Last_filter=FAILED
>26975600;First_Filter=PASSED;Last_filter=FAILED
>26935045;First_Filter=PASSED;Last_filter=FAILED
>26924973;First_Filter=PASSED;Last_filter=FAILED
>26918190;First_Filter=PASSED;Last_filter=FAILED
>26902379;First_Filter=FAILED;Last_filter=FAILED
>26884747;First_Filter=PASSED;Last_filter=FAILED
>26880025;First_Filter=PASSED;Last_filter=FAILED
>26859529;First_Filter=PASSED;Last_filter=FAILED
>26856138;First_Filter=FAILED;Last_filter=FAILED
>26849218;First_Filter=PASSED;Last_filter=FAILED
>26843444;First_Filter=PASSED;Last_filter=FAILED
>26821502;First_Filter=FAILED;Last_filter=FAILED
>26818387;First_Filter=PASSED;Last_filter=FAILED
>26816132;First_Filter=PASSED;Last_filter=FAILED
>26807411;First_Filter=PASSED;Last_filter=FAILED
>26801958;First_Filter=PASSED;Last_filter=FAILED
>26751688;First_Filter=PASSED;Last_filter=FAILED
>26737641;First_Filter=PASSED;Last_filter=FAILED
>26732133;First_Filter=PASSED;Last_filter=FAILED
>26705370;First_Filter=PASSED;Last_filter=FAILED
>26674145;First_Filter=PASSED;Last_filter=FAILED
>26668733;First_Filter=PASSED;Last_filter=FAILED
>26626453;First_Filter=PASSED;Last_filter=FAILED
>26585059;First_Filter=PASSED;Last_filter=FAILED
>26582029;First_Filter=PASSED;Last_filter=FAILED
>26580158;First_Filter=PASSED;Last_filter=FAILED
>26577624;First_Filter=PASSED;Last_filter=FAILED
>26536219;First_Filter=PASSED;Last_filter=FAILED
>26530992;First_Filter=PASSED;Last_filter=FAILED
>26512005;First_Filter=PASSED;Last_filter=FAILED
>26505200;First_Filter=PASSED;Last_filter=FAILED
>26488736;First_Filter=PASSED;Last_filter=FAILED
>26471277;First_Filter=PASSED;Last_filter=FAILED
>26458490;First_Filter=PASSED;Last_filter=FAILED
>26443419;First_Filter=PASSED;Last_filter=FAILED
>26438052;First_Filter=PASSED;Last_filter=FAILED
>26394607;First_Filter=PASSED;Last_filter=FAILED
>26376976;First_Filter=PASSED;Last_filter=FAILED
>26364683;First_Filter=PASSED;Last_filter=FAILED
>26323755;First_Filter=PASSED;Last_filter=FAILED
>26316184;First_Filter=PASSED;Last_filter=FAILED
>26282991;First_Filter=PASSED;Last_filter=FAILED
>26276834;First_Filter=PASSED;Last_filter=FAILED
>26262371;First_Filter=PASSED;Last_filter=FAILED
>26260182;First_Filter=PASSED;Last_filter=FAILED
>26255170;First_Filter=PASSED;Last_filter=FAILED
>26250010;First_Filter=PASSED;Last_filter=FAILED
>26245665;First_Filter=PASSED;Last_filter=FAILED
>26221685;First_Filter=PASSED;Last_filter=FAILED
>26214460;First_Filter=PASSED;Last_filter=FAILED
>26198938;First_Filter=FAILED;Last_filter=FAILED
>26197642;First_Filter=PASSED;Last_filter=FAILED
>26197616;First_Filter=FAILED;Last_filter=FAILED
>26167825;First_Filter=FAILED;Last_filter=FAILED
>26114552;First_Filter=PASSED;Last_filter=FAILED
>26075837;First_Filter=PASSED;Last_filter=FAILED
>26075274;First_Filter=PASSED;Last_filter=FAILED
>26036942;First_Filter=PASSED;Last_filter=FAILED
>26020526;First_Filter=PASSED;Last_filter=FAILED
>25995041;First_Filter=PASSED;Last_filter=FAILED
>25973979;First_Filter=PASSED;Last_filter=FAILED
>25957182;First_Filter=PASSED;Last_filter=FAILED
>25956270;First_Filter=PASSED;Last_filter=FAILED
>25941377;First_Filter=PASSED;Last_filter=FAILED
>25935380;First_Filter=FAILED;Last_filter=FAILED
>25918550;First_Filter=PASSED;Last_filter=FAILED
>25914198;First_Filter=PASSED;Last_filter=FAILED
>25886726;First_Filter=PASSED;Last_filter=FAILED
>25847718;First_Filter=PASSED;Last_filter=FAILED
>25830807;First_Filter=PASSED;Last_filter=FAILED
>25734518;First_Filter=PASSED;Last_filter=FAILED
>25732072;First_Filter=PASSED;Last_filter=FAILED
>25724540;First_Filter=PASSED;Last_filter=FAILED
>25688695;First_Filter=PASSED;Last_filter=FAILED
>25632786;First_Filter=FAILED;Last_filter=FAILED
>25611173;First_Filter=PASSED;Last_filter=FAILED
>25574534;First_Filter=PASSED;Last_filter=FAILED
>25569888;First_Filter=PASSED;Last_filter=FAILED
>25550409;First_Filter=PASSED;Last_filter=FAILED
>25538569;First_Filter=PASSED;Last_filter=FAILED
>25533619;First_Filter=PASSED;Last_filter=FAILED
>25523075;First_Filter=PASSED;Last_filter=FAILED
>25446638;First_Filter=PASSED;Last_filter=FAILED
